dataset,project,source_file,source_function,stable_case_id,stable_candidate_id,candidate_source_category,producing_tool_or_model,producing_tool_or_model_version,prompt_or_transformation_family,compiler,optimization_level,architecture,function_signature,source_loc,argument_count,argument_types,fixture_count,source_char_literal_count,compile_status,sanitizer_status,execution_status,label,label_oracle_type,concrete_labeling_witness,influenced_method_development,drift_family,normalization_or_manual_edit_notes
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_order.c,order,ta_armstrong_order,phase6_O0_ta_armstrong_order_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int order(int x),21,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,loop+digits+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_order.c,order,ta_armstrong_order,phase6_O2_ta_armstrong_order_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int order(int x),24,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,7 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_order.c,order,ta_armstrong_order,phase6_O2_ta_armstrong_order_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int order(int x),21,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,loop+digits+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_order.c,order,ta_armstrong_order,phase6_O2_ta_armstrong_order_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int order(int x),21,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,loop+digits+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_power.c,power,ta_armstrong_power,phase6_O0_ta_armstrong_power_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,"int power(int x, unsigned int y)",29,2,int;unsigned int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,34 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_power.c,power,ta_armstrong_power,phase6_O0_ta_armstrong_power_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,"int power(int x, unsigned int y)",31,2,int;unsigned int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_power.c,power,ta_armstrong_power,phase6_O0_ta_armstrong_power_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,"int power(int x, unsigned int y)",31,2,int;unsigned int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_power.c,power,ta_armstrong_power,phase6_O2_ta_armstrong_power_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,"int power(int x, unsigned int y)",23,2,int;unsigned int,3,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,34 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_power.c,power,ta_armstrong_power,phase6_O2_ta_armstrong_power_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,"int power(int x, unsigned int y)",39,2,int;unsigned int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_armstrong_power.c,power,ta_armstrong_power,phase6_O2_ta_armstrong_power_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,"int power(int x, unsigned int y)",522,2,int;unsigned int,3,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,recursion+boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_binary_to_octal_three_digits.c,three_digits,ta_binary_to_octal_three_digits,phase6_O0_ta_binary_to_octal_three_digits_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int three_digits(int n),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_binary_to_octal_three_digits.c,three_digits,ta_binary_to_octal_three_digits,phase6_O0_ta_binary_to_octal_three_digits_noop_guard_rewrite,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int three_digits(int n),27,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,conversion+digits+loop,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_binary_to_octal_three_digits.c,three_digits,ta_binary_to_octal_three_digits,phase6_O0_ta_binary_to_octal_three_digits_original_control,raw_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int three_digits(int n),27,1,int,4,0,compile_fail,unknown,not_executed_or_failed,compile_fail,compile_or_runtime_failure,compile/runtime failure status in candidate record,no,conversion+digits+loop,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_binary_to_octal_three_digits.c,three_digits,ta_binary_to_octal_three_digits,phase6_O2_ta_binary_to_octal_three_digits_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int three_digits(int n),19,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,5 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_binary_to_octal_three_digits.c,three_digits,ta_binary_to_octal_three_digits,phase6_O2_ta_binary_to_octal_three_digits_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int three_digits(int n),30,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,conversion+digits+loop,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_binary_to_octal_three_digits.c,three_digits,ta_binary_to_octal_three_digits,phase6_O2_ta_binary_to_octal_three_digits_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int three_digits(int n),30,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,conversion+digits+loop,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_bucket_get_bucket_index.c,getBucketIndex,ta_bucket_get_bucket_index,phase6_O0_ta_bucket_get_bucket_index_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int getBucketIndex(int value),32,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,3 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_bucket_get_bucket_index.c,getBucketIndex,ta_bucket_get_bucket_index,phase6_O0_ta_bucket_get_bucket_index_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int getBucketIndex(int value),16,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+bucket_boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_bucket_get_bucket_index.c,getBucketIndex,ta_bucket_get_bucket_index,phase6_O0_ta_bucket_get_bucket_index_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int getBucketIndex(int value),16,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+bucket_boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_bucket_get_bucket_index.c,getBucketIndex,ta_bucket_get_bucket_index,phase6_O2_ta_bucket_get_bucket_index_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int getBucketIndex(int value),26,1,int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,3 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_bucket_get_bucket_index.c,getBucketIndex,ta_bucket_get_bucket_index,phase6_O2_ta_bucket_get_bucket_index_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O2,unknown,int getBucketIndex(int value),16,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+bucket_boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_bucket_get_bucket_index.c,getBucketIndex,ta_bucket_get_bucket_index,phase6_O2_ta_bucket_get_bucket_index_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O2,unknown,int getBucketIndex(int value),16,1,int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,division+bucket_boundary+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_decimal_to_binary.c,decimal_to_binary,ta_decimal_to_binary,phase6_O0_ta_decimal_to_binary_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O0,unknown,int decimal_to_binary(unsigned int number),32,1,unsigned int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,4 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_decimal_to_binary.c,decimal_to_binary,ta_decimal_to_binary,phase6_O0_ta_decimal_to_binary_noop_guard_rewrite,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_behavior_preserving_noop_guard,unknown,O0,unknown,int decimal_to_binary(unsigned int number),24,1,unsigned int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,conversion+recursion+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_decimal_to_binary.c,decimal_to_binary,ta_decimal_to_binary,phase6_O0_ta_decimal_to_binary_original_control,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_original_control,unknown,O0,unknown,int decimal_to_binary(unsigned int number),24,1,unsigned int,4,0,compiled,unknown,executed,faithful,source_known_hard_probe_trace_mismatch,no mismatch over source-labeling hard probe set,no,conversion+recursion+nonnegative_domain,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
phase6r_ghidra_full,thealgorithms_c,analysis_inputs/decompile_faithfulness/phase5_sources/ta_decimal_to_binary.c,decimal_to_binary,ta_decimal_to_binary,phase6_O2_ta_decimal_to_binary_fixture_ifchain_00,normalized_decompiler,Ghidra 12.1.2 headless,12.1.2,phase6_fixture_ifchain_semantic_drift,unknown,O2,unknown,int decimal_to_binary(unsigned int number),28,1,unsigned int,4,0,compiled,unknown,executed,plausible_wrong,source_known_hard_probe_trace_mismatch,4 mismatch(es) over phase5b_hard_trace_inputs; concrete input reconstructed in oracle_overlap_audit.json,no,fixture_overfit_stress,Ghidra output normalized by normalize_ghidra_translation_unit; raw and normalized paths recorded
